,0,1
0,0.03858287498187065,0.055656438221374525
1,0.09073770327995381,0.07599956653145493
2,0.11764882066873347,0.07395698178472362
3,0.09160426724775741,0.03693121510421434
4,0.05851763728106737,0.026941350281074437
5,0.07034898553744925,0.04579961978742183
6,0.05175704754117901,0.061505654201289915
7,0.06909371154780272,0.10104507096467777
8,0.11340986629098646,0.11884966121001048
9,0.07819141899365714,0.10351180599824608
10,0.1030874455847072,0.0836956711610474
11,0.02865976298074887,0.10626325866166267
12,0.09642582421339999,0.11271089226791262
13,0.06579511887800601,0.03947058138481754
14,0.11145718340893604,0.029464142380670487
15,0.051296554062344756,0.05371067806230841
16,0.10074777150664174,0.056465396543649314
17,0.07324324397779866,0.037634324983932675
18,0.07384586610841123,0.06219103471637762
19,0.08171730233431787,0.08717326303681641
20,0.026776783348144338,0.08585241828756543
21,0.05957922582322402,0.08124172949209776
22,0.11052201736043035,0.09800638219749061
23,0.07178260711808568,0.06819017712451678
24,0.025964722038543463,0.06700817374490861
25,0.05615775172261347,0.03627147173344288
26,0.057012434586719306,0.027787172057981167
27,0.0407922740830576,0.06207504966942331
28,0.05123467646942733,0.10801192518126948
29,0.10015660602658064,0.11465522611396936
30,0.023923348710592394,0.10886643187101333
31,0.07792547340837055,0.035292972105365715
32,0.07680376274209103,0.0431491263982294
33,0.044167947988077515,0.11847846177944485
34,0.07261981892434663,0.08744799851312371
35,0.11869758432537922,0.03104269585113558
36,0.09678643699149617,0.07735512460656926
37,0.12011201922957757,0.026832451305943993
38,0.06775233882265849,0.09008251982879958
39,0.02419655743358714,0.0794826860712117
40,0.07553462773106165,0.055116155082754435
41,0.03981977120525717,0.11266400686274089
42,0.08001622416051571,0.11371878855029502
43,0.10351038899984191,0.040304484526630734
44,0.1120117674660894,0.08873617649608836
45,0.03515135246715525,0.05693255542415251
46,0.09905135889404551,0.06438075445578081
47,0.0877064898543102,0.03420917101698747
48,0.10267474963858017,0.04871014572655848
49,0.05004043251108244,0.11684367758746314
50,-0.012100275515974333,0.07755921575467867
51,0.0424155975445267,0.02082043320748847
52,0.0725305410831642,0.07167776106939988
53,-0.016393959675255997,-0.010590643296772138
54,0.06940045034120329,0.05515006919595985
