,0,1
0,0.6396236389904361,0.65669720222994
1,0.6917784672885193,0.6770403305400204
2,0.718689584677299,0.6749977457932891
3,0.6926450312563229,0.6379719791127798
4,0.6595584012896328,0.6279821142896399
5,0.6713897495460147,0.6468403837959873
6,0.6527978115497445,0.6625464182098554
7,0.6701344755563682,0.7020858349732433
8,0.714450630299552,0.719890425218576
9,0.6792321830022227,0.7045525700068116
10,0.7041282095932727,0.6847364351696129
11,0.6297005269893143,0.7073040226702282
12,0.6974665882219655,0.7137516562764782
13,0.6668358828865715,0.640511345393383
14,0.7124979474175016,0.630504906389236
15,0.6523373180709102,0.6547514420708739
16,0.7017885355152073,0.6575061605522148
17,0.6742840079863641,0.6386750889924981
18,0.6748866301169767,0.6632317987249431
19,0.6827580663428834,0.6882140270453819
20,0.6278175473567098,0.6868931822961309
21,0.6606199898317895,0.6822824935006633
22,0.7115627813689959,0.6990471462060561
23,0.6728233711266511,0.6692309411330822
24,0.6270054860471089,0.6680489377534741
25,0.6571985157311789,0.6373122357420083
26,0.6580531985952848,0.6288279360665466
27,0.6418330380916231,0.6631158136779888
28,0.6522754404779928,0.709052689189835
29,0.7011973700351462,0.7156959901225349
30,0.6249641127191579,0.7099071958795788
31,0.6789662374169361,0.6363337361139312
32,0.6778445267506565,0.6441898904067949
33,0.645208711996643,0.7195192257880104
34,0.6736605829329121,0.6884887625216892
35,0.7197383483339448,0.632083459859701
36,0.6978272010000617,0.6783958886151348
37,0.7211527832381431,0.6278732153145095
38,0.668793102831224,0.6911232838373651
39,0.6252373214421526,0.6805234500797772
40,0.6765753917396271,0.6561569190913199
41,0.6408605352138226,0.7137047708713065
42,0.6810569881690812,0.7147595525588606
43,0.7045511530084074,0.6413452485351961
44,0.713052531474655,0.6897769405046539
45,0.6361921164757207,0.657973319432718
46,0.700092122902611,0.6654215184643463
47,0.6887472538628757,0.6352499350255529
48,0.7037155136471457,0.649750909735124
49,0.6510811965196479,0.7178844415960287
50,-0.6131410395245398,-0.5234815482538867
51,-0.5586251664640387,-0.5802203308010769
52,-0.5285102229254012,-0.5293630029391655
53,-0.6174347236838215,-0.6116314073053376
54,-0.5316403136673621,-0.5458906948126055
55,-0.5902322381017802,-0.6074722877630071
56,-0.5713292497871615,-0.5694210500118599
57,-0.5480197257579686,-0.5787648909042817
58,-0.5409055783091088,-0.5420419908801071
59,-0.5279147240777627,-0.5872629957682758
60,-0.6068236036689609,-0.5891973836943237
61,-0.5540459713369087,-0.6074844144417286
62,-0.6024165560404896,-0.5512154365553124
63,-0.6006632120589069,-0.6057802038110142
64,-0.5560706908284572,-0.5933193882590322
65,-0.5666039153119413,-0.5425270310302063
66,-0.5663951229012384,-0.5892090935932351
67,-0.5655900563737679,-0.5676047452957815
68,-0.5296035207572148,-0.6064549055232874
69,-0.5730676954817931,-0.5377178238039478
70,-0.5540899993524394,-0.5251960031569293
71,-0.612636019363236,-0.5520689766573342
72,-0.5245908058630062,-0.5371664344006034
73,-0.5775965564582114,-0.5965928141306596
74,-0.5907646644534447,-0.5233503831477123
75,-0.5639223732623782,-0.575561126401058
76,-0.6053818342880051,-0.5975709287551025
77,-0.5824309763864551,-0.5319260188545556
78,-0.6126204818782155,-0.5884715500457999
79,-0.6059487283009598,-0.5480276041286825
80,-0.5912734807393769,-0.5316715411081936
81,-0.5268550434874177,-0.5432697747603229
82,-0.5266462900643144,-0.538034785706682
83,-0.5334803211271802,-0.5496862635747981
84,-0.5821827567969675,-0.5766230232166827
85,-0.5874017452192479,-0.5368755556929268
86,-0.5587534934605142,-0.5698353134268614
87,-0.6073877940556934,-0.5770031333634575
88,-0.5942516366305105,-0.5526216343784831
89,-0.588590735608257,-0.5490890543777375
90,-0.6109371787023992,-0.5950023928350815
91,-0.5914972285556102,-0.5829982996932157
92,-0.6032032218525804,-0.5905729247630067
93,-0.5515605817590759,-0.6137080830132208
94,-0.5468909462629633,-0.5449944319467622
95,-0.551266320400957,-0.5586458387582548
96,-0.5670614727262331,-0.5427900109675913
97,-0.5732082191594207,-0.5916419937270289
98,-0.5971837620389927,-0.5998721725275159
99,-0.5325659694036798,-0.6211271884575528
100,-0.6157509071575701,0.6572257994557944
101,-0.5337685716793492,0.7055753646272166
102,-0.5413604721029387,0.6856548633865928
103,-0.6146123625751236,0.6940312018274606
104,-0.6096567414407037,0.643448318597065
105,-0.6087043661842463,0.6543248352534451
106,-0.5813995164071328,0.710800365916403
107,-0.614473802358143,0.6612472745547264
108,-0.5929422312585971,0.6873335436332099
109,-0.5695147697504975,0.7133629431647751
110,-0.5610089756019215,0.6272527429041649
111,-0.5713019519212156,0.6645619739166174
112,-0.6130095383757481,0.7081732741542435
113,-0.5413550991824536,0.6609669101086846
114,-0.5921650870204056,0.69339413971204
115,-0.5421412533072126,0.6615286480908561
116,-0.5976793305679139,0.6646338241286399
117,-0.5936196556156098,0.6643712293813273
118,-0.5311830930712492,0.6723462819800757
119,-0.5374598589691715,0.6635098188889592
120,-0.5368566093064489,0.6749126942742413
121,-0.5233869614681746,0.6395522769955823
122,-0.549085239621773,0.6284386316576752
123,-0.6121259440057216,0.6284989409802137
124,-0.5631428571051229,0.6391015007003616
125,-0.5468572273611336,0.6400035126426976
126,-0.6040786104945023,0.6776312208157663
127,-0.5239435241389985,0.638957645441035
128,-0.5336570136701625,0.6528794630915437
129,-0.5696934993321787,0.6741629864179093
130,-0.6214968092792144,0.6284615338225165
131,-0.5622268413277637,0.63597633140148
132,-0.564150844965703,0.6626615057844369
133,-0.5792488978731599,0.6777787488081648
134,-0.613694633823737,0.6801167275475654
135,-0.5792294052770562,0.6746752430421361
136,-0.6196333356153318,0.6394103987356637
137,-0.6226281725225108,0.6876886179156037
138,-0.5480020030965739,0.6373192723086963
139,-0.5613517097865025,0.7155578712693778
140,-0.6178391469802207,0.6513263320671361
141,-0.5477875318124349,0.6592735958209887
142,-0.5781087590069898,0.6902166123527149
143,-0.5762130544211036,0.7119518112754992
144,-0.5952051475337646,0.6485721854535593
145,-0.613374594161918,0.7152547018387364
146,-0.5679025217471129,0.6795840082199733
147,-0.5427455347512997,0.6798627801807879
148,-0.5937576102484261,0.7041614882748697
149,-0.5391784362371584,0.6918056399468673
150,0.7003435605763447,-0.6097537007988892
151,0.6669704949578218,-0.576624030541462
152,0.7152687456676216,-0.579871391585299
153,0.7188152655645438,-0.5799007200041681
154,0.6733621509451352,-0.5716560368537427
155,0.6975273230119818,-0.6176016974085571
156,0.6544045936674946,-0.6025751475340121
157,0.6928301167549598,-0.540628589872575
158,0.7033054221756849,-0.5797117053085846
159,0.6534088908395489,-0.6105214782560182
160,0.7216940815182687,-0.5581583430998717
161,0.7079447921658887,-0.5798635898519988
162,0.6701529722007473,-0.526609380248753
163,0.6233732702729855,-0.5727593237204678
164,0.6322646931070516,-0.5592391632070198
165,0.6653748865373023,-0.5634676162842498
166,0.6266009803855678,-0.5284716650587689
167,0.6532640444180675,-0.532617574222585
168,0.6989975347041274,-0.584931989916352
169,0.706567292688097,-0.6205711960322021
170,0.7034737091216929,-0.5707673406305871
171,0.695597032603077,-0.5444850851398334
172,0.7149683249823081,-0.5714096887644657
173,0.6382222724793889,-0.6114427085395909
174,0.6307736469409526,-0.5733226401193763
175,0.6586852396020679,-0.5640451100678671
176,0.6880183788036921,-0.5762884580549951
177,0.6624109484175975,-0.6124730947876161
178,0.6318175753203342,-0.6059584611250135
179,0.6805664983081435,-0.5316529466953405
180,0.6343742682908025,-0.5846473664655675
181,0.7100855327745855,-0.5320447144232725
182,0.7186566208473473,-0.5417306720718579
183,0.715423849101367,-0.6226965204764167
184,0.6356424668285976,-0.5535724888143468
185,0.6895333354399817,-0.6085371600403363
186,0.6926729109454781,-0.5935793649398838
187,0.6502866239763564,-0.5284833150905883
188,0.6663073330356648,-0.5493586486776553
189,0.6697888588638435,-0.5690958035025409
190,0.6396907445347165,-0.5778120699788037
191,0.6421606555172554,-0.5463170736796684
192,0.6818751370467798,-0.5924626492011545
193,0.6894971161588049,-0.5920741515168984
194,0.6287564263395762,-0.5457757511318465
195,0.6587179279236505,-0.5256533504151807
196,0.6752215146049457,-0.6200580583099314
197,0.698086639612803,-0.5724497694004653
198,0.7130307894978608,-0.5513419337430321
199,0.6961646851024522,-0.5845900098853121
